2021-04-02 05:17:20 DEBUG ClientService:27 - client.findById {id = 1}
2021-04-02 05:17:20 DEBUG ClientDao:48 - client.findById {id = 1}
2021-04-02 05:17:20 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2021-04-02 05:17:20 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-04-02 05:17:20 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-04-02 05:17:20 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-04-02 05:17:21 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.4.28.Final
2021-04-02 05:17:30 DEBUG PropertyBinder:175 - MetadataSourceProcessor property client_id with lazy=false
2021-04-02 05:17:30 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [model.Account:client_id]
2021-04-02 05:17:30 DEBUG SimpleValueBinder:410 - building SimpleValue for client_id
2021-04-02 05:17:30 DEBUG PropertyBinder:266 - Building property client_id
2021-04-02 05:17:30 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(accounts), mappingColumn=number, insertable=true, updatable=true, unique=true}
2021-04-02 05:17:30 DEBUG PropertyBinder:175 - MetadataSourceProcessor property number with lazy=false
2021-04-02 05:17:30 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [model.Account:number]
2021-04-02 05:17:30 DEBUG SimpleValueBinder:410 - building SimpleValue for number
2021-04-02 05:17:30 DEBUG PropertyBinder:266 - Building property number
2021-04-02 05:17:30 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(accounts), mappingColumn=value, insertable=true, updatable=true, unique=false}
2021-04-02 05:17:30 DEBUG PropertyBinder:175 - MetadataSourceProcessor property value with lazy=false
2021-04-02 05:17:30 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [model.Account:value]
2021-04-02 05:17:30 DEBUG SimpleValueBinder:410 - building SimpleValue for value
2021-04-02 05:17:30 DEBUG PropertyBinder:266 - Building property value
2021-04-02 05:17:30 DEBUG AnnotationBinder:560 - Binding entity from annotated class: model.Status
2021-04-02 05:17:30 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-04-02 05:17:30 DEBUG EntityBinder:430 - Import with entity name Status
2021-04-02 05:17:30 DEBUG EntityBinder:873 - Bind entity model.Status on table statuses
2021-04-02 05:17:30 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(statuses), mappingColumn=id, insertable=true, updatable=true, unique=false}
2021-04-02 05:17:30 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [model.Status] is safe
2021-04-02 05:17:30 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : model.Status
2021-04-02 05:17:30 DEBUG PropertyBinder:175 - MetadataSourceProcessor property id with lazy=false
2021-04-02 05:17:30 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [model.Status:id]
2021-04-02 05:17:30 DEBUG SimpleValueBinder:410 - building SimpleValue for id
2021-04-02 05:17:30 DEBUG PropertyBinder:266 - Building property id
2021-04-02 05:17:30 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, identity, , ...)
2021-04-02 05:17:30 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(statuses), mappingColumn=alias, insertable=true, updatable=true, unique=false}
2021-04-02 05:17:30 DEBUG PropertyBinder:175 - MetadataSourceProcessor property alias with lazy=false
2021-04-02 05:17:30 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [model.Status:alias]
2021-04-02 05:17:30 DEBUG SimpleValueBinder:410 - building SimpleValue for alias
2021-04-02 05:17:30 DEBUG PropertyBinder:266 - Building property alias
2021-04-02 05:17:30 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(statuses), mappingColumn=description, insertable=true, updatable=true, unique=false}
2021-04-02 05:17:30 DEBUG PropertyBinder:175 - MetadataSourceProcessor property description with lazy=false
2021-04-02 05:17:30 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [model.Status:description]
2021-04-02 05:17:30 DEBUG SimpleValueBinder:410 - building SimpleValue for description
2021-04-02 05:17:30 DEBUG PropertyBinder:266 - Building property description
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for id
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for about
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for email
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for name
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for phone
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for id
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for client_id
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for number
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for value
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for id
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for alias
2021-04-02 05:17:30 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for description
2021-04-02 05:17:30 DEBUG PrimaryKey:35 - Forcing column [id] to be non-null as it is part of the primary key for table [clients]
2021-04-02 05:17:30 DEBUG PrimaryKey:35 - Forcing column [id] to be non-null as it is part of the primary key for table [accounts]
2021-04-02 05:17:30 DEBUG PrimaryKey:35 - Forcing column [id] to be non-null as it is part of the primary key for table [statuses]
2021-04-02 05:17:30 DEBUG SessionFactoryImpl:204 - Building session factory
2021-04-02 05:17:30 DEBUG Settings:68 - SessionFactory name : null
2021-04-02 05:17:30 DEBUG Settings:69 - Automatic flush during beforeCompletion(): enabled
2021-04-02 05:17:30 DEBUG Settings:70 - Automatic session close at end of transaction: disabled
2021-04-02 05:17:30 DEBUG Settings:72 - Statistics: disabled
2021-04-02 05:17:30 DEBUG Settings:74 - Deleted entity synthetic identifier rollback: disabled
2021-04-02 05:17:30 DEBUG Settings:75 - Default entity-mode: pojo
2021-04-02 05:17:30 DEBUG Settings:76 - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
2021-04-02 05:17:30 DEBUG Settings:77 - Allow initialization of lazy state outside session : disabled
2021-04-02 05:17:30 DEBUG Settings:79 - Using BatchFetchStyle : LEGACY
2021-04-02 05:17:30 DEBUG Settings:80 - Default batch fetch size: -1
2021-04-02 05:17:30 DEBUG Settings:81 - Maximum outer join fetch depth: null
2021-04-02 05:17:30 DEBUG Settings:82 - Default null ordering: NONE
2021-04-02 05:17:30 DEBUG Settings:83 - Order SQL updates by primary key: disabled
2021-04-02 05:17:30 DEBUG Settings:84 - Order SQL inserts for batching: disabled
2021-04-02 05:17:30 DEBUG Settings:86 - multi-tenancy strategy : NONE
2021-04-02 05:17:30 DEBUG Settings:88 - JTA Track by Thread: enabled
2021-04-02 05:17:30 DEBUG Settings:90 - Query language substitutions: {}
2021-04-02 05:17:30 DEBUG Settings:91 - Named query checking : enabled
2021-04-02 05:17:30 DEBUG Settings:93 - Second-level cache: disabled
2021-04-02 05:17:30 DEBUG Settings:94 - Second-level query cache: disabled
2021-04-02 05:17:30 DEBUG Settings:95 - Second-level query cache factory: null
2021-04-02 05:17:30 DEBUG Settings:96 - Second-level cache region prefix: null
2021-04-02 05:17:30 DEBUG Settings:97 - Optimize second-level cache for minimal puts: disabled
2021-04-02 05:17:30 DEBUG Settings:98 - Structured second-level cache entries: disabled
2021-04-02 05:17:30 DEBUG Settings:99 - Second-level cache direct-reference entries: disabled
2021-04-02 05:17:30 DEBUG Settings:100 - Automatic eviction of collection cache: disabled
2021-04-02 05:17:30 DEBUG Settings:102 - JDBC batch size: 15
2021-04-02 05:17:30 DEBUG Settings:103 - JDBC batch updates for versioned data: enabled
2021-04-02 05:17:30 DEBUG Settings:104 - Scrollable result sets: enabled
2021-04-02 05:17:30 DEBUG Settings:105 - Wrap result sets: disabled
2021-04-02 05:17:30 DEBUG Settings:106 - JDBC3 getGeneratedKeys(): enabled
2021-04-02 05:17:30 DEBUG Settings:107 - JDBC result set fetch size: null
2021-04-02 05:17:30 DEBUG Settings:108 - Connection release mode: AFTER_TRANSACTION
2021-04-02 05:17:30 DEBUG Settings:109 - Generate SQL with comments: disabled
2021-04-02 05:17:30 DEBUG Settings:111 - JPA compliance - query : disabled
2021-04-02 05:17:30 DEBUG Settings:112 - JPA compliance - closed-handling : disabled
2021-04-02 05:17:30 DEBUG Settings:113 - JPA compliance - lists : disabled
2021-04-02 05:17:30 DEBUG Settings:114 - JPA compliance - transactions : disabled
2021-04-02 05:17:30 DEBUG SessionFactoryImpl:259 - Session factory constructed with filter configurations : {}
2021-04-02 05:17:30 DEBUG SessionFactoryImpl:260 - Instantiating session factory with properties: {sun.desktop=windows, awt.toolkit=sun.awt.windows.WToolkit, dialect=org.hibernate.dialect.PostgreSQL9Dialect, java.specification.version=11, sun.cpu.isalist=amd64, sun.jnu.encoding=Cp1251, hibernate.dialect=org.hibernate.dialect.PostgreSQL9Dialect, java.class.path=C:\Users\denis\Desktop\Hillel\Elementary\HW22\target\classes;C:\Users\denis\.m2\repository\org\hibernate\hibernate-core\5.4.28.Final\hibernate-core-5.4.28.Final.jar;C:\Users\denis\.m2\repository\org\jboss\logging\jboss-logging\3.4.1.Final\jboss-logging-3.4.1.Final.jar;C:\Users\denis\.m2\repository\javax\persistence\javax.persistence-api\2.2\javax.persistence-api-2.2.jar;C:\Users\denis\.m2\repository\org\javassist\javassist\3.27.0-GA\javassist-3.27.0-GA.jar;C:\Users\denis\.m2\repository\net\bytebuddy\byte-buddy\1.10.17\byte-buddy-1.10.17.jar;C:\Users\denis\.m2\repository\antlr\antlr\2.7.7\antlr-2.7.7.jar;C:\Users\denis\.m2\repository\org\jboss\spec\javax\transaction\jboss-transaction-api_1.2_spec\1.1.1.Final\jboss-transaction-api_1.2_spec-1.1.1.Final.jar;C:\Users\denis\.m2\repository\org\jboss\jandex\2.2.3.Final\jandex-2.2.3.Final.jar;C:\Users\denis\.m2\repository\com\fasterxml\classmate\1.5.1\classmate-1.5.1.jar;C:\Users\denis\.m2\repository\javax\activation\javax.activation-api\1.2.0\javax.activation-api-1.2.0.jar;C:\Users\denis\.m2\repository\org\dom4j\dom4j\2.1.3\dom4j-2.1.3.jar;C:\Users\denis\.m2\repository\org\hibernate\common\hibernate-commons-annotations\5.1.2.Final\hibernate-commons-annotations-5.1.2.Final.jar;C:\Users\denis\.m2\repository\javax\xml\bind\jaxb-api\2.3.1\jaxb-api-2.3.1.jar;C:\Users\denis\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.1\jaxb-runtime-2.3.1.jar;C:\Users\denis\.m2\repository\org\glassfish\jaxb\txw2\2.3.1\txw2-2.3.1.jar;C:\Users\denis\.m2\repository\com\sun\istack\istack-commons-runtime\3.0.7\istack-commons-runtime-3.0.7.jar;C:\Users\denis\.m2\repository\org\jvnet\staxex\stax-ex\1.8\stax-ex-1.8.jar;C:\Users\denis\.m2\repository\com\sun\xml\fastinfoset\FastInfoset\1.2.15\FastInfoset-1.2.15.jar;C:\Users\denis\.m2\repository\org\postgresql\postgresql\42.2.18\postgresql-42.2.18.jar;C:\Users\denis\.m2\repository\org\checkerframework\checker-qual\3.5.0\checker-qual-3.5.0.jar;C:\Users\denis\.m2\repository\log4j\log4j\1.2.17\log4j-1.2.17.jar, java.vm.vendor=Amazon.com Inc., sun.arch.data.model=64, user.variant=, java.vendor.url=https://aws.amazon.com/corretto/, user.timezone=America/Mexico_City, os.name=Windows 10, java.vm.specification.version=11, sun.java.launcher=SUN_STANDARD, user.country=US, sun.boot.library.path=C:\Users\denis\.jdks\corretto-11.0.9.1\bin, sun.java.command=Main, jdk.debug=release, sun.cpu.endian=little, user.home=C:\Users\denis, user.language=en, java.specification.vendor=Oracle Corporation, java.version.date=2020-11-04, java.home=C:\Users\denis\.jdks\corretto-11.0.9.1, file.separator=\, java.vm.compressedOopsMode=32-bit, line.separator=
, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=11.0.9.1+12-LTS, user.name=denis, path.separator=;, hibernate.connection.username=****, os.version=10.0, java.runtime.name=OpenJDK Runtime Environment, hibernate.connection.url=jdbc:postgresql://localhost:5432/postgres, file.encoding=UTF-8, java.vm.name=OpenJDK 64-Bit Server VM, hibernate.show_sql=true, java.vendor.version=Corretto-11.0.9.12.1, show_sql=true, hibernate.connection.driver_class=org.postgresql.Driver, java.vendor.url.bug=https://github.com/corretto/corretto-11/issues/, java.io.tmpdir=C:\Users\denis\AppData\Local\Temp\, java.version=11.0.9.1, user.dir=C:\Users\denis\Desktop\Hillel\Elementary\HW22, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.awt.windows.WPrinterJob, hibernate.connection.password=****, sun.os.patch.level=, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@1639f93a, java.library.path=C:\Users\denis\.jdks\corretto-11.0.9.1\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files\Java\jdk1.8.0_271\bin;C:\Program Files\Java\jre1.8.0_271\bin;C:\Program Files\nodejs\;C:\Program Files\MATLAB\R2015b\runtime\win64;C:\Program Files\MATLAB\R2015b\bin;C:\Program Files\MATLAB\R2015b\polyspace\bin;C:\Program Files\Mathlab\runtime\win64;C:\Program Files\Mathlab\bin;C:\Program Files\Mathlab\polyspace\bin;C:\Users\denis\AppData\Local\Microsoft\WindowsApps;C:\Program Files\JetBrains\IntelliJ IDEA 2020.3\bin;C:\Users\denis\AppData\Local\atom\bin;C:\Users\denis\AppData\Local\GitHubDesktop\bin;C:\Program Files\JetBrains\WebStorm 2020.3.2\bin;;C:\Users\denis\AppData\Roaming\npm;., java.vendor=Amazon.com Inc., java.vm.info=mixed mode, java.vm.version=11.0.9.1+12-LTS, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeLittle, hibernate.connection.pool_size=14, java.class.version=55.0}
2021-04-02 05:17:30 DEBUG JaccIntegrator:80 - Skipping JACC integration as it was not enabled
2021-04-02 05:17:30 DEBUG SessionFactoryImpl:300 - Instantiated session factory
2021-04-02 05:17:30 DEBUG TypeConfiguration$Scope:157 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@5183d589] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@5d5b5fa7]
2021-04-02 05:17:30 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [model.Client] is safe
2021-04-02 05:17:30 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : model.Client
2021-04-02 05:17:31 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [model.Account] is safe
2021-04-02 05:17:31 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : model.Account
2021-04-02 05:17:31 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [model.Status] is safe
2021-04-02 05:17:31 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : model.Status
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3924 - Static SQL for entity: model.Client
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3929 -  Version select: select id from clients where id =?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3932 -  Snapshot select: select client_.id, client_.about as about2_1_, client_.email as email3_1_, client_.name as name4_1_, client_.phone as phone5_1_ from clients client_ where client_.id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into clients (about, email, name, phone, id) values (?, ?, ?, ?, ?)
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Update 0: update clients set about=?, email=?, name=?, phone=? where id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from clients where id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3940 -  Identity insert: insert into clients (about, email, name, phone) values (?, ?, ?, ?)
2021-04-02 05:17:31 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4288d98e]
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : about
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : email
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : name
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : phone
2021-04-02 05:17:31 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-04-02 05:17:31 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-04-02 05:17:31 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=model.Client)
    - Returns
       - EntityReturnImpl(entity=model.Client, querySpaceUid=<gen:0>, path=model.Client)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=model.Client)
          - SQL table alias mapping - client0_
          - alias suffix - 0_
          - suffixed key columns - {id1_1_0_}

2021-04-02 05:17:31 DEBUG EntityLoader:129 - Static select for entity model.Client [NONE]: select client0_.id as id1_1_0_, client0_.about as about2_1_0_, client0_.email as email3_1_0_, client0_.name as name4_1_0_, client0_.phone as phone5_1_0_ from clients client0_ where client0_.id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3924 - Static SQL for entity: model.Account
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3929 -  Version select: select id from accounts where id =?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3932 -  Snapshot select: select account_.id, account_.client_id as client_i2_0_, account_.number as number3_0_, account_.value as value4_0_ from accounts account_ where account_.id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into accounts (client_id, number, value, id) values (?, ?, ?, ?)
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Update 0: update accounts set client_id=?, number=?, value=? where id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from accounts where id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3940 -  Identity insert: insert into accounts (client_id, number, value) values (?, ?, ?)
2021-04-02 05:17:31 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@61f6d381]
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : client_id
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : number
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : value
2021-04-02 05:17:31 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-04-02 05:17:31 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-04-02 05:17:31 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=model.Account)
    - Returns
       - EntityReturnImpl(entity=model.Account, querySpaceUid=<gen:0>, path=model.Account)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=model.Account)
          - SQL table alias mapping - account0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

2021-04-02 05:17:31 DEBUG EntityLoader:129 - Static select for entity model.Account [NONE]: select account0_.id as id1_0_0_, account0_.client_id as client_i2_0_0_, account0_.number as number3_0_0_, account0_.value as value4_0_0_ from accounts account0_ where account0_.id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3924 - Static SQL for entity: model.Status
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3929 -  Version select: select id from statuses where id =?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3932 -  Snapshot select: select status_.id, status_.alias as alias2_2_, status_.description as descript3_2_ from statuses status_ where status_.id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into statuses (alias, description, id) values (?, ?, ?)
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Update 0: update statuses set alias=?, description=? where id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from statuses where id=?
2021-04-02 05:17:31 DEBUG AbstractEntityPersister:3940 -  Identity insert: insert into statuses (alias, description) values (?, ?)
2021-04-02 05:17:31 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@44784e2f]
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : alias
2021-04-02 05:17:31 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : description
2021-04-02 05:17:31 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-04-02 05:17:31 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-04-02 05:17:31 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=model.Status)
    - Returns
       - EntityReturnImpl(entity=model.Status, querySpaceUid=<gen:0>, path=model.Status)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=model.Status)
          - SQL table alias mapping - status0_
          - alias suffix - 0_
          - suffixed key columns - {id1_2_0_}

2021-04-02 05:17:31 DEBUG EntityLoader:129 - Static select for entity model.Status [NONE]: select status0_.id as id1_2_0_, status0_.alias as alias2_2_0_, status0_.description as descript3_2_0_ from statuses status0_ where status0_.id=?
2021-04-02 05:17:31 DEBUG SchemaManagementToolCoordinator:57 - No actions specified; doing nothing
2021-04-02 05:17:31 DEBUG JtaPlatformInitiator:43 - No JtaPlatform was specified, checking resolver
2021-04-02 05:17:31 DEBUG JtaPlatformResolverInitiator:33 - No JtaPlatformResolver was specified, using default [org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver]
2021-04-02 05:17:31 DEBUG StandardJtaPlatformResolver:137 - Could not resolve JtaPlatform, using default [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-04-02 05:17:31 INFO  JtaPlatformInitiator:52 - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-04-02 05:17:31 DEBUG NamedQueryRepository:153 - Checking 0 named HQL queries
2021-04-02 05:17:31 DEBUG NamedQueryRepository:167 - Checking 0 named SQL queries
2021-04-02 05:17:31 DEBUG SessionFactoryRegistry:51 - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@48df4071
2021-04-02 05:17:31 DEBUG SessionFactoryRegistry:73 - Registering SessionFactory: a11eb2fd-4bc4-4663-9e2d-abf174bad649 (<unnamed>)
2021-04-02 05:17:31 DEBUG SessionFactoryRegistry:80 - Not binding SessionFactory to JNDI, no JNDI name configured
2021-04-02 05:17:31 ERROR HibernateUtil:26 - Configuration error: org.hibernate.cfg.Configuration@724b939e
2021-04-02 05:17:31 DEBUG StatisticsInitiator:101 - Statistics initialized [enabled=false]
2021-04-02 05:17:31 DEBUG LogicalConnectionManagedImpl:172 - Initiating JDBC connection release from afterTransaction
2021-04-02 05:17:31 DEBUG SessionImpl:1000 - Initializing proxy: [model.Client#1]
2021-04-02 05:17:31 DEBUG SQL:144 - select client0_.id as id1_1_0_, client0_.about as about2_1_0_, client0_.email as email3_1_0_, client0_.name as name4_1_0_, client0_.phone as phone5_1_0_ from clients client0_ where client0_.id=?
2021-04-02 05:17:31 DEBUG EntityReferenceInitializerImpl:131 - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:198 - Resolving attributes for [model.Client#1]
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:211 - Processing attribute `about` : value = Cool java dev
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:242 - Attribute (`about`)  - enhanced for lazy-loading? - false
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:211 - Processing attribute `email` : value = alex@mail.com
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:242 - Attribute (`email`)  - enhanced for lazy-loading? - false
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:211 - Processing attribute `name` : value = Alex
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:242 - Attribute (`name`)  - enhanced for lazy-loading? - false
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:211 - Processing attribute `phone` : value = 380958089090
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:242 - Attribute (`phone`)  - enhanced for lazy-loading? - false
2021-04-02 05:17:31 DEBUG TwoPhaseLoad:381 - Done materializing entity [model.Client#1]
2021-04-02 05:17:31 DEBUG AbstractLoadPlanBasedEntityLoader:307 - Done entity load : model.Client#1
2021-04-02 05:18:08 DEBUG ClientService:27 - client.findById {id = 1}
2021-04-02 05:18:08 DEBUG ClientDao:48 - client.findById {id = 1}
2021-04-02 05:18:08 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2021-04-02 05:18:08 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-04-02 05:18:08 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-04-02 05:18:08 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-04-02 05:18:08 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.4.28.Final
2021-04-02 05:18:08 DEBUG Environment:199 - HHH000206: hibernate.properties not found
2021-04-02 05:18:08 DEBUG LocalXmlResourceResolver:63 - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
2021-04-02 05:18:08 DEBUG LocalXmlResourceResolver:91 - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
2021-04-02 05:18:08 DEBUG JaxbCfgProcessor:117 - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
2021-04-02 05:18:08 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-04-02 05:18:08 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-04-02 05:18:08 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-04-02 05:18:08 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2021-04-02 05:18:08 DEBUG Configuration:652 - Building session factory using provided StandardServiceRegistry
